,Job_Number,Job_Type,ResidFlag,NonresFlag,Job_Status,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,HotelInit,HotelProp,OtherBInit,OtherBProp,UnitsCO,Boro,BIN,BBL,AddressNum,AddressSt,Occ_Init,Occ_Prop,Job_Desc,DateFiled,DatePermit,DateLstUpd,DateComplt,ZoningDst1,ZoningDst2,ZoningDst3,SpeclDst1,SpeclDst2,Landmark,FloorsInit,FloorsProp,Enlargemnt,Ownership,CenBlock10,BCTCB2010,BCT2010,NTA2010,NTAName10,PUMA2010,CommntyDst,CouncilDst,SchSubDist,SchCommnty,SchElmntry,SchMiddle,FireCmpany,FireBattln,FireDivsn,PolicePcnt,PL_FIRM07,PL_PFIRM15,Latitude,Longitude,GeomSource,DCPEdited,Version
27381,321386665,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341265,3081900068,712,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/29/2020 0:00:00,2020-01-29,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6477099175,-73.8978244209,BIN DOB buildingfootprints, ,20Q4
27382,321386674,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341266,3081900067,714,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/29/2020 0:00:00,2020-01-29,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6476681453,-73.8977779223,BIN DOB buildingfootprints, ,20Q4
27383,321386683,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341268,3081900066,718,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6476257837,-73.8977307682,BIN DOB buildingfootprints, ,20Q4
27384,321386692,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3345552,3081900065,720,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6475837544,-73.897683985,BIN DOB buildingfootprints, ,20Q4
27385,321386709,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3346262,3081900064,724,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6475425472,-73.8976381151,BIN DOB buildingfootprints, ,20Q4
27386,321386718,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3345553,3081900063,726,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6475006294,-73.8975914557,BIN DOB buildingfootprints, ,20Q4
27387,321386727,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3345554,3081900062,728,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6474551385,-73.897542253,BIN DOB buildingfootprints, ,20Q4
27388,321386736,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3345555,3081900061,730,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6473433915,-73.8974157408,BIN DOB buildingfootprints, ,20Q4
27389,321386745,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341269,3081900060,734,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.647300041,-73.8973660881,BIN DOB buildingfootprints, ,20Q4
27390,321386754,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341270,3081900050,736,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6472591359,-73.897320429,BIN DOB buildingfootprints, ,20Q4
27391,321386763,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341273,3081900042,742,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,1/28/2020 0:00:00,2020-01-28,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6471751631,-73.8972266969,BIN DOB buildingfootprints, ,20Q4
27392,321386772,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341272,3081900043,740,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,10/26/2020 0:00:00,2020-10-26,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6472176156,-73.8972740837,BIN DOB buildingfootprints, ,20Q4
27393,321386781,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341274,3081900039,744D,EAST  103 STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,11/2/2020 0:00:00,2020-11-02,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6471335398,-73.8971802371,BIN DOB buildingfootprints, ,20Q4
27394,321386790,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341275,3081900038,746,EAST  103 STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,10/26/2020 0:00:00,2020-10-26,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6470896469,-73.8971312426,BIN DOB buildingfootprints, ,20Q4
27395,321386807,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3341277,3081900037,750,EAST  103 STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,10/26/2020 0:00:00,2020-10-26,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6470472456,-73.897083915,BIN DOB buildingfootprints, ,20Q4
27396,321386816,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3345564,3081900036,752,EAST  103 STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 50 INTO NINE (9) TAX LOT; 36 THRU 61. TAX LOT 36 THRU 61 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-06,10/26/2020 0:00:00,2020-10-26,,R4, , , , , ,3.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.6470045985,-73.8970374494,BIN DOB buildingfootprints, ,20Q4
27397,321386825,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3256926,3081900070,702,EAST  103 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),ALT. 1 APPLICATION FILED TO REAPPORTION EXISTING TAX LOT 39 INTO NINE (9) TAX LOT; 62 THRU 70. TAX LOT 62 THRU 70 WILL BE REMAIN UNDER THE SAME ZONING. A NEW C OF O IS TO BE OBTAINED FOR EACH TAX LOT/HOUSE. THE PREVIOUSLY C OF O COMBINED ALL HOUSE ON ONE,2019-03-12,2/5/2020 0:00:00,2020-02-05,,R4, , , , , ,4.0,4.0, ,Private For-Profit: Corporation,360470974002000,30974002000,3097400,BK50,Canarsie,4009,318,46,18_2,18,750,228,L170,58,15,69, , ,40.647796775,-73.8979228085,BIN DOB buildingfootprints, ,20Q4
27401,321386889,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,48.0,48.0, , , , ,0.0,3,3062268,3023380027,70,HAVEMEYER STREET,Unknown (E),Residential: 3 or More Units (R-2),"ALT-1 FOR CHANGE OF USE, OCCUPANCY AND MODIFICATION OF EGRESS, FOR CONVERSION AND ENLARGEMENT OF EXISTING STRUCTURE FROM SCHOOL USE TO RESIDENTIAL USE.",2019-03-08,2/12/2020 0:00:00,2020-02-12,,R6A,R6B, , ,GW, ,4.0,7.0,Horizontal and Vertical,Private For-Profit: Partnership,360470519002004,30519002004,3051900,BK73,North Side-South Side,4001,301,33,14_3,14,42,309,E229,35,11,94, , ,40.7145711823,-73.95511918,BIN DOB buildingfootprints,classa_init,20Q4
27405,321386950,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,43.0,43.0, , , , ,0.0,3,3332858,3019600011,445,VANDERBILT AVENUE,Empty Site,Residential: 3 or More Units (R-2),PROPOSING 5 STORY RESIDENTIAL BUILDING WITH 43 DWELLING UNITS,2019-03-14,1/28/2020 0:00:00,2020-07-08,,R6B, , , , , ,0.0,5.0, ,Private For-Profit: Corporation,360470199004000,30199004000,3019900,BK69,Clinton Hill,4004,302,35,13_2,13,235,286,E210,31,11,88, , ,40.685069,-73.967758,Lat/Lon geosupport, ,20Q4
27406,321386969,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,5.0,4.0,-1.0, , , , ,0.0,3,3190729,3070920048,2033,STILLWELL AVENUE,Commercial: Retail (C),Commercial: Retail (M),"OBTAIN NEW CERTIFICATE OF OCCUPANCY, CONVERTING THE 1ST FLOOR REAR APARTMENT TO A RESTAURANT. MINOR INTERIOR RENOVATION IN 1ST FLOOR AND CELLAR INCLUDING PLUMBING AND PARTITION WORK.",2019-03-14,10/2/2020 0:00:00,2020-10-26,,R5B,C8-2, , , , ,3.0,3.0, ,Private For-Profit: Corporation,360470402002002,30402002002,3040200,BK29,Bensonhurst East,4017,311,47,21_2,21,135,192,L161,43,8,62, ,1,40.5971241125,-73.9849729546,BIN DOB buildingfootprints, ,20Q4
27409,321387012,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,8.0,8.0, , , , ,0.0,3,3337992,3016460045,204,MALCOLM X BOULEVARD,Empty Site,Residential: 3 or More Units (R-2),"THE PROJECT IS A 8 UNIT RESIDENTIAL NEW BUILDING DEVELOPMENT. INCLUDING COMMERCIAL ON THE CELLAR AND FIRST FLOOR, WITH RESIDENTIAL SECOND TO FOURTH FLOOR.",2019-03-15,8/11/2020 0:00:00,2020-10-30,,R6A, , , , , ,0.0,4.0, ,Private For-Profit: Corporation,360470293004000,30293004000,3029300,BK35,Stuyvesant Heights,4003,303,36,16_2,16,76,293,E214,37,15,81, , ,40.6864714074,-73.9299636958,BIN DOB buildingfootprints, ,20Q4
27414,321387067,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,33.0,33.0, , , , ,0.0,3,3428572,3017320019,180,THROOP AVENUE,Empty Site,Residential: 3 or More Units (R-2),"PROPOSED 6-STORY, 33-FAMILY MIXED USE RESIDENTIAL &amp; COMMERCIAL BUILDING",2019-03-15,7/31/2020 0:00:00,2020-07-31,,R6A, , , , , ,0.0,6.0, ,Private For-Profit: Individual,360470257002000,30257002000,3025700,BK75,Bedford,4003,303,36,14_1,14,31,304,E230,57,11,79, , ,40.69871,-73.944379,Lat/Lon geosupport, ,20Q4
27421,321387156,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,6.0,6.0, , , , ,0.0,3,3028575,3011530053,349,PROSPECT PLACE,Empty Site,Residential: 3 or More Units (R-2),NEW 6 FAMILY DWELLING 4 STORY WITH CELLAR,2019-03-26,3/12/2020 0:00:00,2020-11-19,,R6B, , , , , ,0.0,4.0, ,Private For-Profit: Individual,360470205002001,30205002001,3020500,BK64,Prospect Heights,4006,308,35,13_1,13,769,284,E219,57,11,77, , ,40.6769734459,-73.96488851,BIN DOB buildingfootprints, ,20Q4
27422,321387165,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,3,3210196,3076620056,2624,AVENUE M,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),EXTEND BUILDING AT ALL FLOORS. ADD NEW ATTIC.SPRINKLER APPLICATION FILE DOB NOW #B00342546-I1,2019-03-21,9/8/2020 0:00:00,2020-09-08,,R2, , , , , ,2.0,3.0,Horizontal and Vertical,Private For-Profit: Corporation,360470756002000,30756002000,3075600,BK43,Midwood,4015,314,48,22_1,22,11,234,L159,33,15,70, , ,40.6190425652,-73.9484940808,BIN DOB buildingfootprints, ,20Q4
27427,321387218,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,3,3426670,3019700068,57,QUINCY STREET,Empty Site,Residential: 1-2 Family Houses (R-3),PLEASE SEE COMMENT IN SECTION 24.,2019-03-27,7/17/2020 0:00:00,2020-11-05,,R6B, , , , , ,0.0,4.0, ,Private For-Profit: Individual,360470229003000,30229003000,3022900,BK69,Clinton Hill,4004,303,35,13_3,13,236,286,E210,31,11,79, , ,40.686233,-73.958942,Lat/Lon geosupport, ,20Q4
27432,321387281,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,18.0,18.0, , , , ,0.0,3,3244441,3086650525,2955,BRIGHTON    5 STREET,Empty Site,Residential: 3 or More Units (R-2),NEW RESIDENTIAL BUILDING WITH 20 DWELLING UNITS,2019-03-27,1/8/2020 0:00:00,2020-02-21,,R6, , ,OP, , ,0.0,6.0, ,Private For-Profit: Partnership,360470364001016,30364001016,3036400,BK19,Brighton Beach,4018,313,48,21_1,21,125,184,E245,43,8,60,1,1,40.5798561814,-73.9630964456,BIN DOB buildingfootprints, ,20Q4
27437,321387352,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,121.0,121.0, , , , ,0.0,3,3002107,3002500039,200,MONTAGUE STREET,Empty Site,Residential: 3 or More Units (R-2),NEW TWENTY (20) STORY BUILDING,2019-04-01,6/16/2020 0:00:00,2020-10-05,,C5-2A,R10A, ,DB, ,Yes,0.0,20.0, ,Private For-Profit: Corporation,360470009001001,30009001001,3000900,BK09,Brooklyn Heights-Cobble Hill,4004,302,33,13_2,13,250,291,E205,32,11,84, , ,40.693716,-73.991252,Lat/Lon geosupport, ,20Q4
27443,321387432,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,3,3013785,3008020064,735,52 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),ENLARGEMENT OF AN EXISTING 2 STORY BUILDING. OBTAIN NEW C OF O.,2019-04-03,3/4/2020 0:00:00,2020-09-21,,R6B, , , , , ,2.0,4.0, ,Private For-Profit: Individual,360470108003001,30108003001,3010800,BK34,Sunset Park East,4012,307,38,15_1,15,94,347,E201,40,8,72, , ,40.6409080845,-74.0060125557,BIN DOB buildingfootprints, ,20Q4
27444,321387450,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,236.0,236.0, , , , ,0.0,3,3042334,3015570038,1911,ATLANTIC AVENUE,Empty Site,Residential: 3 or More Units (R-2),"PROPOSE NEW 14-STORY MIXED-USE BUILDING. OBTAIN NEW C OF O. SEPARATE APLICATIO NS FILED ON DOB NOW- BL #B00356588, CC #B00193517, CC #B00191601, TEMP SD #B00341180; SPSD #B00336111",2019-04-03,9/15/2020 0:00:00,2020-12-23,,R8A,R6B, ,MX-10,MIH, ,0.0,14.0, ,Private For-Profit: Partnership,360470301003006,30301003006,3030100,BK79,Ocean Hill,4007,303,41,16_1,16,63,294,L176,44,15,81, , ,40.6771168926,-73.9208024656,BIN DOB buildingfootprints, ,20Q4
27445,321387478,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,264.0,264.0, , , , ,0.0,3,3057522,3020100001,545,VANDERBILT AVENUE,Empty Site,Residential: 3 or More Units (R-2),"NEW 29 STORY RESIDENTIAL BUILDING WITH COMMERCIAL SPACES AT CELLAR, 1ST, AND 2ND FLOORS.",2019-04-08,4/21/2020 0:00:00,2020-10-23,,R9,R7A,R6A, ,MIH, ,0.0,29.0, ,Private For-Profit: Corporation,360470199003002,30199003002,3019900,BK69,Clinton Hill,4004,302,35,13_2,13,235,286,E219,57,11,88, , ,40.6821174913,-73.9674270822,BIN DOB buildingfootprints, ,20Q4
27452,321387575,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,70.0,70.0, , , , ,0.0,3,3076482,3033450004,1510,GATES AVENUE,Empty Site,Residential: 3 or More Units (R-2),PROPOSE NEW 11 STORY MIXED USE BUILDING,2019-04-11,5/11/2020 0:00:00,2020-09-15,,R6, , , , , ,0.0,11.0, ,Private For-Profit: Partnership,360470439003003,30439003003,3043900,BK77,Bushwick North,4002,304,37,32_2,32,88,406,E271,28,11,83, , ,40.698317,-73.912636,Lat/Lon geosupport, ,20Q4
27454,321387593,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,4.0,0.0, , , , ,0.0,3,3028512,3011520059,309,PROSPECT PLACE,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"RENOVATION OF EXISTING BUILDING, COMBINE TAX LOTS AND ADD NEW TERRACE AND GARA GE.",2019-04-12,2/18/2020 0:00:00,2020-09-24,,R6B, , , , ,Yes,4.0,4.0, ,Private For-Profit: Partnership,360470205002002,30205002002,3020500,BK64,Prospect Heights,4006,308,35,13_1,13,769,284,E219,57,11,77, , ,40.6772975996,-73.9662514402,BIN DOB buildingfootprints, ,20Q4
27455,321387600,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,6.0,4.0, , , , ,0.0,3,3078428,3033990067,309,WEIRFIELD STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),CONVERT EXISTING TWO(2) DWELLING UNITS (2 STORY BRICK &amp; LOWER LEVEL BUILDING) TO SIX(6) DWELLING UNITS. PROPOSED ONE (1) STORY VERTICAL ENLARGEMENT W/ BULKHEAD. OBTAIN A NEW CERTIFICATE OF OCCUPANCY.,2019-04-12,2/12/2020 0:00:00,2020-02-19,,R6, , , , , ,3.0,4.0, ,Private For-Profit: Individual,360470437004000,30437004000,3043700,BK77,Bushwick North,4002,304,37,32_2,32,89,407,E271,28,11,83, , ,40.6939328594,-73.9086133824,BIN DOB buildingfootprints, ,20Q4
27456,321387619,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,71.0,71.0, , , , ,0.0,3,3804122,3038030006,461,ALABAMA AVENUE,Empty Site,Residential: 3 or More Units (R-2),IT IS PROPOSED TO CONSTRUCT A 7-STORY BUILDING WITH CELLAR AS SHOWN ON PLANS.,2019-04-15,9/1/2020 0:00:00,2020-09-10,,R6, , , , , ,0.0,7.0, ,"Government, City: City Agency",360471130001000,31130001000,3113000,BK85,East New York (Pennsylvania Ave),4007,305,42,19_2,19,190,254,E290,39,15,75, , ,40.664883,-73.896686,Lat/Lon geosupport, ,20Q4
27458,321387655,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,1.0,1.0, , , , ,0.0,3,3251608,3019600011,434,CLINTON AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),3 STORY SINGLE FAMILY TOWNHOUSE,2019-04-15,2/20/2020 0:00:00,2020-07-08,,R6B, , , , , ,0.0,3.0, ,Private For-Profit: Corporation,360470199004000,30199004000,3019900,BK69,Clinton Hill,4004,302,35,13_2,13,235,286,E210,31,11,88, , ,40.685069,-73.967758,Lat/Lon geosupport, ,20Q4
